File No,Team 1,Team 1 Runs,Team 1 Wickets,Team 2,Team 2 Runs,Team 2 Wickets,Gender,Season,Date,Series,Competition,Match Number,Venue,City,Neutral Venue,Toss Winner,Toss Decision,Player of Match,Umpire 1,Umpire 2,Reserve Umpire,TV Umpire,Match Referee,Winner,Outcome,Winner Runs,Winner Wickets,Method
238190.csv,India,294,6,England,245,10,male,2005/06,2006/04/03,England in India ODI Series,,3,"""Nehru Stadium",Margao,,India,bat,Yuvraj Singh,Asad Rauf,K Hariharan,,I Shivram,RS Mahanama,India,,49,,
667643.csv,New Zealand,271,7,India,277,9,male,2013/14,2014/01/22,India in New Zealand ODI Series,,2,Seddon Park,Hamilton,,India,field,KS Williamson,CB Gaffaney,RJ Tucker,DJ Walker,GAV Baxter,DC Boon,New Zealand,,15,,D/L
259391.csv,Canada,223,8,Netherlands,205,9,male,2006/07,2006/12/01,,ICC Tri-Series (in South Africa),5,Willowmoore Park,Benoni,true,Netherlands,field,WF Stelling,SR Modi,RB Tiffin,"2    M Erasmus, BM White
dtype: object",,MJ Procter,Netherlands,,,1,D/L
530428.csv,Pakistan,235,7,Sri Lanka,210,10,male,2011/12,2011/11/14,Pakistan v Sri Lanka ODI Series,,2,Dubai International Cricket Stadium,,true,Sri Lanka,bat,SL Malinga,RK Illingworth,Zameer Haider,Ahsan Raza,M Erasmus,AJ Pycroft,Sri Lanka,,25,,
423795.csv,New Zealand,241,9,Australia,190,10,male,2009/10,2010/03/13,Chappell-Hadlee Trophy,,5,Westpac Stadium,Wellington,,Australia,field,TG Southee,Asad Rauf,GAV Baxter,WR Knights,EA Watkin,RS Madugalle,New Zealand,,51,,
578625.csv,Australia,253,8,Sri Lanka,233,10,male,2013,2013/06/17,,ICC Champions Trophy,12,Kennington Oval,London,true,Australia,field,DPMD Jayawardene,M Erasmus,AL Hill,BF Bowden,Aleem Dar,J Srinath,Sri Lanka,,20,,
936135.csv,South Africa,294,9,Australia,295,4,male,2016/17,2016/09/30,Australia in South Africa ODI Series,,1,SuperSport Park,Centurion,,South Africa,field,Q de Kock,BP Jele,JS Wilson,S George,NJ Llong,BC Broad,South Africa,,,6,
870733.csv,Bangladesh,200,10,India,200,4,male,2015,2015/06/21,India in Bangladesh ODI Series,,2,Shere Bangla National Stadium,Mirpur,,India,bat,Mustafizur Rahman,Sharfuddoula,RJ Tucker,Gazi Sohel,Anisur Rahman,AJ Pycroft,Bangladesh,,,6,D/L
514026.csv,South Africa,303,6,Australia,223,10,male,2011/12,2011/10/23,Australia in South Africa ODI Series,,2,St George's Park,Port Elizabeth,,South Africa,bat,M Morkel,S George,RA Kettleborough,JD Cloete,IJ Gould,J Srinath,South Africa,,80,,
594904.csv,Australia,147,10,England,145,10,female,2012/13,2013/02/08,,ICC Women's World Cup,13,Brabourne Stadium,Mumbai,true,England,field,LC Sthalekar,RSA Palliyaguruge,Sarika Prasad,K Cross,VA Kulkarni,DT Jukes,Australia,,2,,
439140.csv,West Indies,254,5,Zimbabwe,252,9,male,2009/10,2010/03/04,Zimbabwe in West Indies ODI Series,,1,Providence Stadium,Guyana,,Zimbabwe,bat,V Sibanda,CR Duncan,SJA Taufel,D Somwaru,NA Malcolm,RS Mahanama,Zimbabwe,,2,,
343762.csv,Pakistan,210,10,Bangladesh,212,3,male,2007/08,2008/04/16,Bangladesh in Pakistan ODI Series,,4,Multan Cricket Stadium,,,Bangladesh,bat,Shakib Al Hasan,SA Bucknor,Zameer Haider,Shozab Raza,Nadeem Ghauri,MJ Procter,Pakistan,,,7,
1089524.csv,South Africa,337,5,Ireland,159,8,female,2017,2017/05/11,Women's Quadrangular Series (in South Africa),,5,Senwes Park,Potchefstroom,,South Africa,bat,L Wolvaardt,AT Holdstock,TC Mokorosi,,,D Govindjee,South Africa,,178,,
289108.csv,Africa XI,337,7,Asia XI,306,10,male,2007,2007/06/09,,Afro-Asia Cup,2,"""MA Chidambaram Stadium",Chennai,true,Asia XI,bat,CRD Fernando,AL Hill,PD Parker,AM Saheba,SL Shastri,BC Broad,Asia XI,,31,,
351692.csv,Australia,244,8,New Zealand,247,4,male,2008/09,2009/02/10,Chappell-Hadlee Trophy,,4,Adelaide Oval,,,New Zealand,bat,DJ Hussey,SA Bucknor,SJ Davis,,PR Reiffel,RS Mahanama,Australia,,,6,
660837.csv,Ireland,223,9,Scotland,225,9,male,2013,2013/09/06,,"""ICC World Cricket League Championship",51,"""Civil Service Cricket Club",Belfast,,Scotland,bat,,JD Cloete,RP Smith,N McCarey,,DT Jukes,Ireland,,,1,
656473.csv,Afghanistan,111,7,England,101,1,male,2014/15,2015/03/13,,ICC Cricket World Cup,38,Sydney Cricket Ground,,true,England,field,CJ Jordan,BF Bowden,S Ravi,RSA Palliyaguruge,M Erasmus,DC Boon,England,,,9,D/L
514036.csv,South Africa,236,6,Sri Lanka,237,5,male,2011/12,2012/01/14,Sri Lanka in South Africa ODI Series,,2,Buffalo Park,East London,,South Africa,field,JP Duminy,BR Doctrove,S George,M Erasmus,NJ Llong,JJ Crowe,South Africa,,,5,
456666.csv,Sri Lanka,103,10,India,104,2,male,2010,2010/08/22,,Sri Lanka Triangular Series,5,Rangiri Dambulla International Stadium,,,India,bat,NLTC Perera,Asad Rauf,HDPK Dharmasena,LE Hannibal,REJ Martinesz,AG Hurst,Sri Lanka,,,8,
291372.csv,Australia,258,9,India,249,10,male,2007/08,2008/03/04,,Commonwealth Bank Series,2,"""Brisbane Cricket Ground",Brisbane,,India,bat,P Kumar,AL Hill,SJA Taufel,TP Laycock,BNJ Oxenford,JJ Crowe,India,,9,,
749787.csv,New Zealand,276,10,Sri Lanka,280,6,male,2014/15,2015/01/20,Sri Lanka in New Zealand ODI Series,,4,Saxton Oval,Nelson,,Sri Lanka,bat,KS Williamson,IJ Gould,DJ Walker,CB Gaffaney,NJ Llong,J Srinath,New Zealand,,,4,
426429.csv,England,294,8,Pakistan,295,6,male,2010,2010/09/12,NatWest Series,,2,Headingley,Leeds,,Pakistan,bat,AJ Strauss,BR Doctrove,NJ Llong,RA Kettleborough,IJ Gould,JJ Crowe,England,,,4,
258467.csv,England,289,5,West Indies,196,10,male,2007,2007/07/07,NatWest Series,,3,Trent Bridge,Nottingham,,West Indies,bat,DBL Powell,MR Benson,BG Jerling,IJ Gould,PJ Hartley,MJ Procter,West Indies,,93,,
1040493.csv,Afghanistan,338,10,Ireland,304,10,male,2016/17,2017/03/17,Afghanistan v Ireland ODI Series,,2,Greater Noida Sports Complex Ground,Greater Noida,true,Afghanistan,bat,PR Stirling,Ahmed Shah Durrani,AK Chaudhary,Bismillah Shinwari,Nitin Menon,GF Labrooy,Afghanistan,,34,,
1027315.csv,West Indies,296,6,England,251,10,male,2016/17,2017/03/03,England in West Indies ODI Series,,1,"""Sir Vivian Richards Stadium",Antigua,,West Indies,field,EJG Morgan,GO Brathwaite,RSA Palliyaguruge,N Duguid,CB Gaffaney,JJ Crowe,England,,45,,
736503.csv,Afghanistan,302,5,United Arab Emirates,232,10,male,2014,2014/05/02,,Asian Cricket Council Premier League,4,Kinrara Academy Oval,Kuala Lumpur,true,United Arab Emirates,field,Mohammad Nabi,BB Pradhan,Sarika Prasad,N Sivan,,GF Labrooy,Afghanistan,,70,,
535794.csv,Bangladesh,262,8,Pakistan,241,10,male,2011/12,2012/03/11,,Asia Cup,1,Shere Bangla National Stadium,Mirpur,,Bangladesh,field,Mohammad Hafeez,IJ Gould,PR Reiffel,Masudur Rahman,S Ravi,DC Boon,Pakistan,,21,,
291362.csv,Australia,159,10,India,160,5,male,2007/08,2008/02/10,,Commonwealth Bank Series,4,Melbourne Cricket Ground,,,Australia,bat,I Sharma,RE Koertzen,SJA Taufel,AP Ward,RL Parry,JJ Crowe,India,,,5,
812787.csv,Canada,114,10,Nepal,115,3,male,2014/15,2015/01/20,,ICC World Cricket League Division Two,,Wanderers Cricket Ground,Windhoek,true,Canada,bat,P Khadka,M Hawthorne,RT Robinson,AK Chaudhary,,D Govindjee,Nepal,,,7,
1062501.csv,Denmark,158,10,Jersey,159,4,male,2016/17,2016/10/30,,ICC World Cricket League Division Four,,"""Wright Cricket Field",Los Angeles,true,Denmark,field,SA Ahmad,GO Brathwaite,A Kapa,K Cross,,D Govindjee,Denmark,,,6,
249229.csv,Australia,218,10,New Zealand,224,8,male,2006/07,2007/01/21,,Commonwealth Bank Series,5,Sydney Cricket Ground,,,New Zealand,bat,MJ Clarke,Asad Rauf,SJA Taufel,RD Goodger,RL Parry,RS Madugalle,Australia,,,2,
1144505.csv,Bangladesh,321,8,West Indies,322,3,male,2019,2019/06/17,,World Cup,23,The Cooper Associates County Ground,Taunton,,Bangladesh,field,Shakib Al Hasan,RJ Tucker,S Ravi,HDPK Dharmasena,P Wilson,DC Boon,Bangladesh,,,7,
249750.csv,Australia,169,10,England,170,4,male,2006/07,2006/10/21,,ICC Champions Trophy,12,Sawai Mansingh Stadium,Jaipur,true,Australia,field,DR Martyn,BF Bowden,SA Bucknor,SJA Taufel,DJ Harper,JJ Crowe,Australia,,,6,
249230.csv,Australia,343,5,New Zealand,335,5,male,2006/07,2007/01/28,,Commonwealth Bank Series,8,Western Australia Cricket Association Ground,Perth,,Australia,bat,RT Ponting,Asad Rauf,SJA Taufel,AR Craig,SJ Davis,RS Madugalle,Australia,,8,,
1004285.csv,Scotland,266,7,Hong Kong,213,10,male,2016,2016/09/10,Hong Kong in Scotland ODI Series,,2,"""Grange Cricket Club Ground",Edinburgh,,Scotland,bat,,GO Brathwaite,IN Ramage,DA Haggo,,DT Jukes,Scotland,,53,,
785961.csv,Bermuda,106,10,United States of America,107,4,male,2014/15,2014/10/23,,ICC World Cricket League Division Three,,Bayuemas Oval,Kuala Lumpur,true,United States of America,field,Usman Shuja,K Cross,Sri Ganesh,V Kalidas,,D Govindjee,United States of America,,,6,
473928.csv,New Zealand,311,7,Pakistan,254,10,male,2010/11,2011/02/05,Pakistan in New Zealand ODI Series,,6,Eden Park,Auckland,,Pakistan,field,JD Ryder,SJ Davis,AL Hill,WR Knights,BF Bowden,AG Hurst,New Zealand,,57,,
1144514.csv,England,285,7,Australia,221,10,male,2019,2019/06/25,,World Cup,32,Lord's,London,,England,field,AJ Finch,CB Gaffaney,S Ravi,JS Wilson,HDPK Dharmasena,RS Madugalle,Australia,,64,,
249753.csv,India,223,9,West Indies,224,7,male,2006/07,2006/10/26,,ICC Champions Trophy,15,"""Sardar Patel Stadium",Ahmedabad,,West Indies,field,S Chanderpaul,Aleem Dar,DJ Harper,AM Saheba,SJA Taufel,MJ Procter,West Indies,,,3,
345470.csv,Bangladesh,222,10,India,223,3,male,2008,2008/06/12,,Kitply Cup,3,Shere Bangla National Stadium,Mirpur,,Bangladesh,bat,G Gambhir,EAR de Silva,Nadir Shah,Sharfuddoula,AFM Akhtaruddin,JJ Crowe,India,,,7,
361043.csv,India,387,5,England,229,10,male,2008/09,2008/11/14,England in India ODI Series,,1,Madhavrao Scindia Cricket Ground,Rajkot,,England,field,Yuvraj Singh,AM Saheba,RB Tiffin,MR Singh,SL Shastri,RS Mahanama,India,,158,,
578620.csv,Australia,243,8,New Zealand,51,2,male,2013,2013/06/12,,ICC Champions Trophy,7,Edgbaston,Birmingham,true,Australia,bat,,HDPK Dharmasena,NJ Llong,IJ Gould,RA Kettleborough,BC Broad,,no result,,,
566944.csv,England,227,10,Australia,231,7,male,2013,2013/09/14,NatWest Series,,4,Sophia Gardens,Cardiff,,England,field,JC Buttler,RJ Bailey,S Ravi,MA Gough,Aleem Dar,JJ Crowe,England,,,3,
576405.csv,Malaysia,230,9,Singapore,91,8,male,2012,2012/09/04,,ICC World Cricket League Division Four,,Kinrara Academy Oval,Kuala Lumpur,,Singapore,bat,C Janik,REJ Martinesz,AK Rana,AW Louw,,DT Jukes,Singapore,,112,,D/L
722341.csv,South Africa,439,2,West Indies,291,7,male,2014/15,2015/01/18,West Indies in South Africa ODI Series,,2,New Wanderers Stadium,Johannesburg,,West Indies,field,AB de Villiers,SJ Davis,AT Holdstock,JD Cloete,S Ravi,BC Broad,South Africa,,148,,
1078659.csv,Hong Kong,205,10,Scotland,206,3,male,2016/17,2017/01/22,United Arab Emirates Tri-Nation Series,,1,Sheikh Zayed Stadium,Abu Dhabi,true,Hong Kong,field,Babar Hayat,Akbar Ali,Iftikhar Ali,AJT Dowdalls,,DT Jukes,Hong Kong,,,7,
995457.csv,Sri Lanka,227,8,Australia,228,7,male,2016,2016/08/21,Australia in Sri Lanka ODI Series,,1,R Premadasa Stadium,Colombo,,Australia,field,JP Faulkner,Aleem Dar,REJ Martinesz,RR Wimalasiri,MA Gough,J Srinath,Australia,,,3,
239911.csv,West Indies,152,10,Zimbabwe,156,0,male,2006,2006/05/10,Zimbabwe in West Indies ODI Series,,5,"""Beausejour Stadium",St Lucia,,Zimbabwe,bat,CH Gayle,BF Bowden,BR Doctrove,,SA Bucknor,BC Broad,West Indies,,,10,
538069.csv,Bangladesh,91,10,Pakistan,93,5,male,2011/12,2011/12/01,Pakistan in Bangladesh ODI Series,,1,Shere Bangla National Stadium,Mirpur,,Bangladesh,bat,Shahid Afridi,JD Cloete,Enamul Haque,Masudur Rahman,Sharfuddoula,J Srinath,Pakistan,,,5,
603241.csv,Sri Lanka,191,9,West Indies,158,9,female,2012/13,2013/02/26,West Indies Women in Sri Lanka ODI Series,,3,Rangiri Dambulla International Stadium,,,Sri Lanka,field,,LE Hannibal,MSK Nandiweera,RA Kottahachchi,,WC Labrooy,West Indies,,33,,
1089521.csv,India,96,10,Ireland,99,0,female,2017,2017/05/07,Women's Quadrangular Series (in South Africa),,2,North-West University No1 Ground,Potchefstroom,true,India,field,DB Sharma,AT Holdstock,A Jacobs,,,D Govindjee,India,,,10,
247473.csv,Pakistan,349,10,Zimbabwe,99,10,male,2006/07,2007/03/21,,ICC World Cup,17,"""Sabina Park",Jamaica,true,Zimbabwe,field,Imran Nazir,BG Jerling,SJA Taufel,BF Bowden,IJ Gould,BC Broad,Pakistan,,93,,D/L
902647.csv,England,355,5,Pakistan,271,10,male,2015/16,2015/11/20,Pakistan v England ODI Series,,4,Dubai International Cricket Stadium,,true,England,bat,JC Buttler,Ahsan Raza,CB Gaffaney,Shozab Raza,JD Cloete,RS Madugalle,England,,84,,
1007649.csv,Zimbabwe,168,10,India,173,1,male,2016,2016/06/11,India in Zimbabwe ODI Series,,1,Harare Sports Club,,,India,field,KL Rahul,IJ Gould,RB Tiffin,I Chabi,TJ Matibiri,RB Richardson,India,,,9,
656487.csv,Australia,213,10,Pakistan,216,4,male,2014/15,2015/03/20,,ICC Cricket World Cup,,Adelaide Oval,,,Pakistan,bat,JR Hazlewood,HDPK Dharmasena,M Erasmus,BF Bowden,RK Illingworth,RS Madugalle,Australia,,,6,
323949.csv,Bangladesh,178,10,South Africa,180,1,male,2007/08,2008/03/09,South Africa in Bangladesh ODI Series,,1,Chittagong Divisional Stadium,,,Bangladesh,bat,GC Smith,Aleem Dar,Enamul Haque,Anisur Rahman,AFM Akhtaruddin,RS Madugalle,South Africa,,,9,
406192.csv,Australia,256,8,West Indies,143,10,male,2009/10,2010/02/07,West Indies in Australia ODI Series,,1,Melbourne Cricket Ground,,,West Indies,field,SR Watson,BF Bowden,BNJ Oxenford,AP Ward,PR Reiffel,J Srinath,Australia,,113,,
1020033.csv,New Zealand,289,4,South Africa,283,9,male,2016/17,2017/02/22,South Africa in New Zealand ODI Series,,2,Hagley Oval,Christchurch,,South Africa,field,LRPL Taylor,CM Brown,PR Reiffel,WR Knights,JS Wilson,J Srinath,New Zealand,,6,,
249212.csv,South Africa,274,7,India,168,10,male,2006/07,2006/11/26,India in South Africa ODI Series,,3,Newlands,Cape Town,,South Africa,bat,JM Kemp,BR Doctrove,BG Jerling,MW Brown,M Erasmus,BC Broad,South Africa,,106,,
661691.csv,New Zealand,285,6,West Indies,134,5,male,2013/14,2014/01/04,West Indies in New Zealand ODI Series,,4,Saxton Oval,Nelson,,New Zealand,bat,MJ Guptill,BF Bowden,IJ Gould,CB Gaffaney,REJ Martinesz,BC Broad,New Zealand,,58,,D/L
1085954.csv,Australia,219,9,New Zealand,220,5,female,2017,2017/07/02,,ICC Women's World Cup,10,County Ground,Bristol,true,New Zealand,bat,EA Perry,Ahsan Raza,JM Williams,AK Chaudhary,,DT Jukes,Australia,,,5,
576406.csv,Denmark,244,9,United States of America,86,5,male,2012,2012/09/04,,ICC World Cricket League Division Four,,Selangor Turf Club,Kuala Lumpur,true,United States of America,field,MR Pedersen,Sri Ganesh,DN Subedi,N Sivan,,DT Jukes,Denmark,,56,,D/L
1085970.csv,England,220,7,West Indies,128,9,female,2017,2017/07/15,,ICC Women's World Cup,26,County Ground,Bristol,,West Indies,field,HC Knight,AK Chaudhary,P Wilson,AT Holdstock,Sharfuddoula,SR Bernard,England,,92,,
643669.csv,Zimbabwe,183,10,India,187,3,male,2013,2013/07/28,India in Zimbabwe ODI Series,,3,Harare Sports Club,,,India,field,A Mishra,BNJ Oxenford,RB Tiffin,L Rusere,O Chirombe,BC Broad,India,,,7,
578617.csv,New Zealand,138,10,Sri Lanka,139,9,male,2013,2013/06/09,,ICC Champions Trophy,4,Sophia Gardens,Cardiff,true,Sri Lanka,bat,NL McCullum,BNJ Oxenford,RJ Tucker,SJ Davis,IJ Gould,AJ Pycroft,New Zealand,,,1,
543881.csv,Kenya,200,10,Ireland,201,3,male,2011/12,2012/02/18,,"""ICC World Cricket League Championship",17,Mombasa Sports Club Ground,,,Ireland,bat,T Mishra,D Odhiambo,RB Tiffin,K Gulamabbas,,D Govindjee,Kenya,,,7,
225252.csv,England,261,7,Sri Lanka,265,2,male,2006,2006/06/24,NatWest Series,,3,Riverside Ground,Chester-le-Street,,England,bat,DPMD Jayawardene,MR Benson,BR Doctrove,,NJ Llong,CH Lloyd,Sri Lanka,,,8,
730287.csv,West Indies,217,9,Bangladesh,219,7,male,2014,2014/08/20,Bangladesh in West Indies ODI Series,,1,"""National Cricket Stadium",Grenada,,West Indies,field,KA Pollard,RA Kettleborough,JS Wilson,GO Brathwaite,Aleem Dar,JJ Crowe,West Indies,,,3,
439150.csv,West Indies,303,6,South Africa,304,3,male,2010,2010/05/30,South Africa in West Indies ODI Series,,4,"""Windsor Park",Dominica,,West Indies,bat,HM Amla,BR Doctrove,DJ Harper,CR Duncan,NA Malcolm,RS Mahanama,South Africa,,,7,
289107.csv,Africa XI,317,9,Asia XI,283,10,male,2007,2007/06/06,,Afro-Asia Cup,1,M Chinnaswamy Stadium,Bangalore,true,Asia XI,bat,SM Pollock,AL Hill,PD Parker,SL Shastri,AM Saheba,BC Broad,Asia XI,,34,,
872481.csv,India,220,10,New Zealand,221,2,female,2015,2015/07/06,New Zealand Women in India ODI Series,,4,M Chinnaswamy Stadium,Bangalore,,New Zealand,bat,,HAS Khalid,GR Sadashiv Iyer,Tapan Sharma,UV Gandhe,GF Labrooy,India,,,8,
1068732.csv,Hong Kong,314,9,Netherlands,301,8,male,2016/17,2017/02/18,,"""ICC World Cricket League Championship",34,"""Mission Road Ground",Hong Kong,,Netherlands,bat,MJG Rippon,BB Pradhan,Tabarak Dar,IA Thomson,,D Govindjee,Netherlands,,13,,
1168017.csv,England,233,7,West Indies,87,6,female,2019,2019/06/09,,ICC Women's Championship,,"""County Ground",Worcester,,England,bat,A Shrubsole,S Redfern,DJ Millns,GD Lloyd,AG Wharf,Phil Whitticase,England,,121,,D/L
467887.csv,India,103,10,New Zealand,107,2,male,2010/11,2010/12/10,New Zealand in India ODI Series,,5,"""MA Chidambaram Stadium",Chennai,,New Zealand,bat,Yuvraj Singh,RA Kettleborough,AM Saheba,UV Gandhe,S Asnani,RS Mahanama,India,,,8,
666039.csv,Australia,209,3,England,210,3,female,2013/14,2014/01/19,Women's Ashes,,1,Melbourne Cricket Ground,,,Australia,bat,LS Greenway,SAJ Craig,GC Joshua,,,D Cox,England,,,7,
426403.csv,England,250,9,Bangladesh,251,4,male,2010,2010/07/08,NatWest Series,,1,Trent Bridge,Nottingham,,Bangladesh,bat,IR Bell,Asad Rauf,NJ Llong,RA Kettleborough,RK Illingworth,J Srinath,England,,,6,
1144521.csv,Sri Lanka,338,6,West Indies,315,9,male,2019,2019/07/01,,World Cup,39,Riverside Ground,Chester-le-Street,,West Indies,field,WIA Fernando,BNJ Oxenford,PR Reiffel,RJ Tucker,S Ravi,DC Boon,Sri Lanka,,23,,
375460.csv,Zimbabwe,171,7,Sri Lanka,166,7,male,2008/09,2008/11/24,Sri Lanka in Zimbabwe ODI Series,,3,Harare Sports Club,,,Zimbabwe,field,H Masakadza,Aleem Dar,RB Tiffin,,KC Barbour,MJ Procter,Sri Lanka,,5,,
352666.csv,West Indies,264,8,England,243,10,male,2008/09,2009/03/22,England in West Indies ODI Series,,2,Providence Stadium,Guyana,,West Indies,bat,S Chanderpaul,Aleem Dar,CR Duncan,D Somwaru,CE Mack,J Srinath,West Indies,,21,,
785967.csv,Malaysia,186,8,United States of America,189,5,male,2014/15,2014/10/24,,ICC World Cricket League Division Three,,Bayuemas Oval,Kuala Lumpur,,Malaysia,field,Shafiq Sharif,JD Cloete,DN Subedi,R D'Mello,,D Govindjee,Malaysia,,,5,
571145.csv,Australia,198,10,Pakistan,199,6,male,2012,2012/08/28,Pakistan v Australia ODI Series,,1,Sharjah Cricket Stadium,,true,Pakistan,bat,MA Starc,BF Bowden,Zameer Haider,Shozab Raza,NJ Llong,J Srinath,Australia,,,4,
433588.csv,Australia,324,6,Kenya,264,6,male,2010/11,2011/03/13,,ICC Cricket World Cup,31,M Chinnaswamy Stadium,Bangalore,true,Australia,bat,CO Obuya,Asad Rauf,RA Kettleborough,AM Saheba,BF Bowden,AJ Pycroft,Australia,,60,,
567372.csv,South Africa,205,10,Pakistan,208,4,male,2012/13,2013/03/24,Pakistan in South Africa ODI Series,,5,Willowmoore Park,Benoni,,Pakistan,bat,AB de Villiers,BF Bowden,JD Cloete,AT Holdstock,HDPK Dharmasena,AJ Pycroft,South Africa,,,6,
666043.csv,Australia,268,4,England,269,6,female,2013/14,2014/01/26,Women's Ashes,,3,Bellerive Oval,Hobart,,England,bat,EA Perry,AP Ward,AK Wilds,,,RT Widows,Australia,,,4,
1022347.csv,England,305,6,Bangladesh,308,2,male,2017,2017/06/01,,ICC Champions Trophy,1,Kennington Oval,London,,England,field,JE Root,S Ravi,RJ Tucker,CB Gaffaney,BNJ Oxenford,DC Boon,England,,,8,
636533.csv,West Indies,269,6,England,254,6,male,2013/14,2014/02/28,England in West Indies ODI Series,,1,"""Sir Vivian Richards Stadium",Antigua,,England,field,DJ Bravo,GO Brathwaite,M Erasmus,JS Wilson,RJ Tucker,AJ Pycroft,West Indies,,15,,
433602.csv,New Zealand,221,8,South Africa,172,10,male,2010/11,2011/03/25,,ICC Cricket World Cup,,Shere Bangla National Stadium,Mirpur,true,New Zealand,bat,JDP Oram,Aleem Dar,RJ Tucker,NJ Llong,HDPK Dharmasena,RS Mahanama,New Zealand,,49,,
756037.csv,Zimbabwe,256,7,Afghanistan,257,2,male,2014,2014/07/20,Afghanistan in Zimbabwe ODI Series,,2,Queens Sports Club,Bulawayo,,Zimbabwe,field,Sikandar Raza,O Chirombe,JD Cloete,RB Tiffin,,D Govindjee,Zimbabwe,,,8,
953335.csv,Afghanistan,131,10,Zimbabwe,82,10,male,2015/16,2015/12/25,Afghanistan v Zimbabwe ODI Series,,1,Sharjah Cricket Stadium,,true,Afghanistan,bat,Amir Hamza,VA Kulkarni,C Shamshuddin,Iftikhar Ali,AK Chaudhary,DT Jukes,Afghanistan,,49,,
225246.csv,England,166,10,Pakistan,169,3,male,2006,2006/09/02,NatWest Series,,2,Lord's,London,,Pakistan,field,Shoaib Akhtar,MR Benson,BR Doctrove,IJ Gould,NJ Llong,MJ Procter,Pakistan,,,7,D/L
249739.csv,Bangladesh,302,8,Sri Lanka,265,9,male,2006/07,2006/10/07,,ICC Champions Trophy,1,"""Punjab Cricket Association Stadium",Chandigarh,true,Bangladesh,field,WU Tharanga,SA Bucknor,DJ Harper,Asad Rauf,SJA Taufel,MJ Procter,Sri Lanka,,37,,
914227.csv,New Zealand,280,9,Pakistan,210,10,male,2015/16,2016/01/25,Pakistan in New Zealand ODI Series,,1,Basin Reserve,Wellington,,Pakistan,field,HM Nicholls,NJ Llong,DJ Walker,BF Bowden,BNJ Oxenford,DC Boon,New Zealand,,70,,
319136.csv,West Indies,257,8,Sri Lanka,81,2,male,2007/08,2008/04/15,Sri Lanka in West Indies ODI Series,,3,"""Beausejour Stadium",St Lucia,,West Indies,field,,CR Duncan,SJA Taufel,VV Bullen,GE Greaves,BC Broad,,no result,,,
576411.csv,Nepal,258,8,United States of America,226,10,male,2012,2012/09/07,,ICC World Cricket League Division Four,,Kinrara Academy Oval,Kuala Lumpur,true,Nepal,bat,SP Khakurel,V Kalidas,AK Rana,Sri Ganesh,,DT Jukes,Nepal,,32,,
535798.csv,India,329,6,Pakistan,330,4,male,2011/12,2012/03/18,,Asia Cup,5,Shere Bangla National Stadium,Mirpur,true,Pakistan,bat,V Kohli,SJ Davis,IJ Gould,Masudur Rahman,Sharfuddoula,DC Boon,India,,,6,
375457.csv,Zimbabwe,67,10,Sri Lanka,68,1,male,2008/09,2008/11/22,Sri Lanka in Zimbabwe ODI Series,,2,Harare Sports Club,,,Zimbabwe,bat,BAW Mendis,Aleem Dar,KC Barbour,TJ Tapfumaneyi,O Chirombe,MJ Procter,Sri Lanka,,,9,
1144502.csv,Australia,334,7,Sri Lanka,247,10,male,2019,2019/06/15,,World Cup,20,Kennington Oval,London,,Sri Lanka,field,AJ Finch,Aleem Dar,RK Illingworth,RA Kettleborough,MA Gough,JJ Crowe,Australia,,87,,
299009.csv,Pakistan,230,9,South Africa,233,3,male,2007/08,2007/10/26,South Africa in Pakistan ODI Series,,4,Multan Cricket Stadium,,,Pakistan,bat,SM Pollock,Aleem Dar,BF Bowden,Rasheed Bhatti,Zameer Haider,AG Hurst,South Africa,,,7,
